iter	RMSE
0	0.00907220044
1	0.001888101365
2	0.4152528932
3	0.01408656032
4	0.006110798557
5	0.04805180306
6	0.01354018219
7	0.1791507869
8	0.5745153266
9	0.02429691096
10	0.02176321212
11	0.05741158252
12	0.01198113978
13	0.02101624815
14	0.2715405037
15	0.0223639181


