iter	Passed	Remaining
0	43269	1038463
1	177767	2044327
2	205617	1507858
3	253681	1331830
4	316953	1267812
5	331532	1049853
6	457551	1176561
7	544339	1156720
8	568558	1010769
9	660868	991303
10	735379	935937
11	761029	824449
12	823251	759924
13	909380	714513
14	969653	646435
15	1002477	563893
